Date;cacao_nal;Precio_cacao_und;cantidad_cacao;cafe_nal;Precio_cafe;cantidad_cafe;cerdo_nal;Precio_carne_cerdo;cantid_carne_cerdo;res_nal;Precio_carne_res;cant_carne_res
31/01/2012;15221690591;4556,31;3340792,42;36194218123;8910,39;4062025,988;1635723450;137581,00;11889,17;11379919813;4868,07;2337664
29/02/2012;6988862125;4104,18;1702864,74;38215580564;7802,52;4897850,281;1912227055;240806,49;7940,93;11074247493;4889,86;2264738
31/03/2012;6352422602;3897,74;1629770,93;41952587513;7294,42;5751325,682;2196255421;219057,40;10025,94;12866884876;4519,61;2846902
30/04/2012;5247481820;3615,80;1451265,85;31321165938;7758,11;4037213,956;1963351046;121120,18;16209,94;9366589672;4913,33;1906363
31/05/2012;6680344721;3587,78;1861973,95;32126511651;8709,61;3688627,757;2015240453;183810,80;10963,67;11302336462;5054,23;2236213
30/06/2012;6332270301;3487,16;1815879,37;30737187088;6849,17;4487723,629;1825108779;162997,20;11197,18;10984565330;4718,84;2327811
31/07/2012;6220628414;3545,22;1754651,74;23378842134;6692,64;3493214,345;1941249391;122592,12;15835,03;12925906553;4769,58;2710075
31/08/2012;3675623408;3710,77;990529,06;20341416987;5880,65;3459045,109;2659863904;105165,69;25292,13;14278047627;4752,63;3004241
30/09/2012;2976388537;4140,51;718846,04;22461968571;5827,87;3854232,071;2455242900;6019,47;407883,44;12951620381;4705,12;2752665
31/10/2012;7951871854;4083,17;1947476,98;35746193948;5648,88;6328017,818;3091938065;65317,66;47336,94;12858069871;5127,79;2507525
30/11/2012;9160236775;3913,16;2340881,39;24579779707;6432,48;3821198,721;3011924857;61077,32;49313,31;12693575912;4742,02;2676828
31/12/2012;13628101725;3913,00;3482772,28;23139689411;5576,59;4149429,792;2211440101;4528,78;488308,37;10697270371;5021,84;2130149
31/01/2013;10388811576;3591,93;2892266,13;24717626629;6128,70;4033092,118;2421116850;55314,69;43769,87;12635358714;4703,98;2686098
28/02/2013;6315822359;3624,34;1742614,51;29146988166;5956,87;4893006,236;3641157461;6329,97;575224,95;12549800196;4860,88;2581797
31/03/2013;4683987722;3620,48;1293749,21;24978856736;5228,10;4777809,396;3452063647;46774,73;73801,89;10861599740;4948,12;2195094
30/04/2013;9029396958;3656,74;2469247,89;24978466759;5782,85;4319403,266;5032327900;38262,31;131521,79;12166134697;4624,03;2631070
31/05/2013;10411380453;3923,94;2653296,91;22996534947;6890,90;3337232,54;5889889621;6677,93;881993,91;12657684121;4567,10;2771491
30/06/2013;9573053862;3855,09;2483225,65;24794500620;4709,30;5265012,894;3697193477;77940,36;47436,19;12699122217;4351,70;2918201
31/07/2013;7793826127;3807,40;2047018,19;25337383015;5587,73;4534468,264;2039180552;86025,68;23704,32;16221820371;4332,56;3744165
31/08/2013;4671615686;4065,08;1149207,12;17401088508;6247,89;2785114,686;2323912522;7769,84;299093,81;14964338140;4674,89;3201005
30/09/2013;5073840787;4414,11;1149458,56;19652668308;5363,92;3663863,869;2096919163;5111,76;410214,91;12682990901;4414,18;2873236
31/10/2013;7770267221;4603,67;1687843,08;24631680747;4165,83;5912797,476;1356046780;182208,21;7442,29;13987059837;4003,01;3494136
30/11/2013;9616785613;4767,24;2017263,28;24493358133;4231,96;5787703,902;1640057264;5346,67;306743,88;13366620167;4010,26;3333106
31/12/2013;13646382095;4923,13;2771888,70;22854947470;4358,42;5243857,551;1641936177;114247,96;14371,69;11649477164;4439,67;2623949
31/01/2014;12526033073;4786,85;2616756,83;19048383397;4095,34;4651238,044;2472527054;8048,07;307219,87;13043347014;3863,40;3376129
28/02/2014;5685061465;5134,02;1107330,38;15324015526;5191,51;2951744,385;3247846543;105419,75;30808,71;13519592609;3936,16;3434714
31/03/2014;7507794016;5457,74;1375624,11;26417839977;4962,99;5322966,052;5904280636;48497,67;121743,60;15193235201;4249,65;3575175
30/04/2014;20573235954;5537,48;3715270,25;38240660102;10852,80;3523576,914;6220073390;7480,59;831495,54;13803282484;4204,79;3282751
31/05/2014;12471763645;5358,21;2327597,43;30430793592;6248,63;4869993,776;7043680074;43994,27;160104,47;18047436572;4151,25;4347474
30/06/2014;10424833342;5259,14;1982230,17;22058019263;9842,17;2241174,975;5225333444;7829,27;667409,66;14986607962;4171,34;3592759
31/07/2014;10003330001;5292,23;1890192,21;25987713456;6839,03;3799911,674;5274670961;45524,71;115863,91;17546612347;3978,58;4410270
31/08/2014;5866910098;5354,58;1095681,05;22438096626;5715,13;3926087,472;5704550417;53957,50;105723,04;17787579023;4067,53;4373067
30/09/2014;4143037414;5499,73;753316,33;24762792673;6544,04;3784022,932;7710283710;7173,44;1074837,29;14103638293;3626,28;3889283
31/10/2014;6779053830;5704,78;1188310,82;35642951242;6054,02;5887481,286;8483771222;60170,98;140994,40;11595827048;3744,01;3097172
30/11/2014;8424821679;5532,31;1522840,76;31329296304;6872,37;4558729,503;7103391722;6384,91;1112527,42;10633577695;3805,18;2794501
31/12/2014;16734202888;6053,20;2764520,73;28327633288;6977,13;4060069,349;7890433294;55048,15;143336,94;13315231011;3705,44;3593431
31/01/2015;15755499143;6316,93;2494170,37;32989257519;7179,60;4594856,919;4913328461;79148,39;62077,43;11291429509;4049,62;2788267
28/02/2015;6318916582;5983,30;1056091,93;34319381946;8264,66;4152546,808;4602522710;4751,18;968710,49;11518675590;3633,17;3170423
31/03/2015;12587105908;6344,54;1983927,91;25077208803;7319,34;3426157,078;5009167310;78504,77;63807,17;13394615792;4045,40;3311073
30/04/2015;11123909409;6043,45;1840655,72;43727541352;6681,75;6544328,208;5577721796;162277,36;34371,53;2925532368;2000,56;1462355
31/05/2015;17896498440;6208,43;2882611,88;25824546666;6094,25;4237527,135;6166568691;6094,52;1011822,06;3456226278;2445,16;1413496
30/06/2015;24513801292;6655,61;3683176,34;30778133564;5756,59;5346595,048;4948203995;5594,86;884420,41;3363474764;2202,89;1526845
31/07/2015;18718558941;7246,57;2583092,33;36586717028;5967,11;6131401,496;7387166862;5207,48;1418569,72;8313054807;2375,62;3499321
31/08/2015;13032025971;7697,59;1693000,94;25415932861;6369,24;3990418,426;6292841722;122297,46;51455,21;4910036792;2338,19;2099929
30/09/2015;6811834689;8173,58;833396,66;26368154201;6194,05;4257010,043;7523215846;139668,07;53864,97;7634809050;2219,57;3439764
31/10/2015;5385886684;7867,93;684536,87;35617746511;7627,35;4669740,356;6770596114;4968,08;1362820,14;7275869538;2303,10;3159163
30/11/2015;9653029223;8167,84;1181834,12;29168787728;6834,63;4267793,486;4910759233;124605,95;39410,31;5717014290;2223,95;2570663
31/12/2015;22412959881;9051,13;2476261,50;39374148874;6641,73;5928300,248;4639904193;5136,97;903237,90;5291817100;2027,61;2609883
31/01/2016;12177769728;8301,13;1467002,32;34709835469;8014,26;4331007,046;8181623246;5029,61;1626690,34;17759494546;3608,34;4921784
29/02/2016;0;0,00;0,00;40476791140;6831,54;5924990,151;7212899230;83920,10;85949,60;15054394443;3576,62;4209114
31/03/2016;21008751062;8269,10;2540633,67;42009168914;7656,81;5486512,87;6649635024;15832,54;419998,04;13296151477;3469,36;3832448
30/04/2016;17694797922;7842,59;2256242,92;38603358097;7583,98;5090119,996;8591250575;78655,81;109225,89;15932210700;3519,96;4526253
31/05/2016;20843568494;8093,20;2575442,41;26192313308;9144,16;2864376,065;8406316850;81346,16;103340,05;22759724953;4247,75;5358070
30/06/2016;29884322580;8159,09;3662705,13;24421187738;8375,78;2915690,406;8678257481;14113,79;614877,71;23821151963;4383,57;5434189
31/07/2016;12800485350;7969,90;1606104,34;16546219678;8938,55;1851106,838;6857769210;66815,55;102637,33;18641365374;4371,77;4264036
31/08/2016;10034480516;7995,58;1255003,04;40002354687;6650,28;6015136,603;9413554182;59642,27;157833,60;28480391042;4149,95;6862825
30/09/2016;13151508600;7785,92;1689139,24;30631283974;6181,50;4955313,103;7711270212;63122,56;122163,45;17662678453;4056,05;4354650
31/10/2016;19983401538;7795,03;2563607,63;30043209576;7796,36;3853493,944;8608193008;61735,54;139436,59;24291099858;3935,27;6172666
30/11/2016;17945307145;7271,92;2467753,05;30501336591;7535,70;4047577,112;8972719471;56376,74;159156,41;21383500482;3752,04;5699167
31/12/2016;32017814667;6716,82;4766808,69;27911308756;6843,43;4078552,595;8416346530;62706,67;134217,73;19293953185;3406,83;5663322
31/01/2017;24010354714;6200,34;3872426,10;43089202030;8502,29;5067953,379;6298341235;70465,14;89382,37;24069371449;3399,46;7080358
28/02/2017;20243321782;5930,13;3413637,37;46102589963;8021,09;5747670,984;7050334821;61847,75;113995,01;21455048144;3140,92;6830809
31/03/2017;14083926154;5863,82;2401834,20;48384700623;9774,95;4949869,018;8364334169;59442,50;140713,04;25154574459;3326,50;7561878
30/04/2017;28899675;933,00;30975,00;34070539381;9193,98;3705744,181;4186007709;79903,40;52388,36;16785691408;3239,65;5181336
31/05/2017;11308611145;5038,58;2244402,99;33200146278;8034,31;4132296,721;4039489985;92917,06;43474,15;21250336062;3278,15;6482415
30/06/2017;12250121851;5116,64;2394170,82;37730143528;10355,55;3643470,237;4624438629;89633,67;51592,65;20087849408;3363,10;5973020
31/07/2017;10039223783;5130,33;1956839,67;32215592597;8848,11;3640955,848;6204523624;67253,10;92256,33;21994451919;3164,62;6950112
31/08/2017;5355853317;5152,56;1039455,70;27954676597;8915,51;3135509,281;5914298206;83436,10;70884,16;22723271953;3267,59;6954130
30/09/2017;5708936511;5076,85;1124504,50;30481719131;9008,87;3383522,119;4040945745;104604,56;38630,68;22682714998;3215,36;7054490
31/10/2017;9611382029;5355,83;1794565,31;38732879187;9043,64;4282887,601;3134926784;157936,60;19849,27;25620927089;3147,71;8139552
30/11/2017;15096011629;5587,59;2701705,52;33069974258;9989,89;3310344,339;4104732831;125837,47;32619,32;19815710879;3154,10;6282521
31/12/2017;16361591810;5268,07;3105801,26;41556967416;9188,09;4522915,555;3245236138;108555,06;29894,84;20329279427;2893,13;7026742
31/01/2018;13157401552;4998,72;2632153,16;41424867130;7459,02;5553662,209;3307059578;89174,30;37085,34;25488109060;3211,58;7936323
28/02/2018;12420547227;5139,59;2416643,24;38278784873;9003,80;4251405,139;3829585983;81945,26;46733,46;26342960285;3187,30;8264964
31/03/2018;8384458778;5966,42;1405274,33;39003336274;9514,19;4099488,957;2902579389;113821,68;25501,11;19315828706;3183,01;6068407
30/04/2018;11125075184;6399,95;1738305,84;30010581315;9920,82;3025010,367;3240500234;74203,11;43670,68;23933846498;3241,24;7384163
31/05/2018;21527076451;6817,54;3157600,24;27062471262;10206,56;2651478,098;3327020186;107504,03;30947,86;27736313876;3342,69;8297612
30/06/2018;19421581199;6173,55;3145933,18;32402719617;7945,00;4078378,823;2534952747;109135,15;23227,65;22343931476;3414,05;6544695
31/07/2018;15952695285;6175,45;2583244,76;41819959656;9265,12;4513700,105;4446026803;105861,03;41998,71;21721417282;3358,85;6466921
31/08/2018;8563911741;5734,55;1493388,36;34079661900;7056,27;4829696,084;4678910627;81145,34;57660,87;17019880176;3159,81;5386362
30/09/2018;8273074377;6249,94;1323704,66;25574408272;9202,58;2779048,869;4554886246;89670,06;50796,06;19259976441;3389,45;5682324
31/10/2018;10573633776;5936,77;1781042,42;26465405591;8262,58;3203043,88;3443249017;95985,01;35872,78;15396076073;3140,87;4901856
30/11/2018;28280785004;6359,70;4446874,30;30666329758;10353,97;2961794,186;4449214097;98272,75;45274,14;16163194723;3137,61;5151431
31/12/2018;29090273076;6174,66;4711238,17;25987824568;8681,99;2993303,814;2933212183;95328,66;30769,47;14263458271;2770,31;5148694
31/01/2019;20368523896;6431,07;3167203,82;28800532142;8191,37;3515962,328;3003074051;98783,11;30400,68;14617416662;3007,17;4860850
28/02/2019;11125294705;6237,06;1783739,97;35341057630;8959,60;3944489,612;2611701776;102470,09;25487,45;12522378382;3156,54;3967119
31/03/2019;10614999360;6210,76;1709130,09;27080395118;8357,74;3240157,013;1891986115;4455,86;424606,55;10182907472;3346,56;3042801
30/04/2019;15516807915;6424,29;2415333,59;35872179050;10120,09;3544648,762;3165334385;72443,44;43693,87;16883185340;3708,51;4552555
31/05/2019;20359586970;6787,22;2999693,02;33088244912;8249,91;4010741,546;4265022372;82795,17;51512,94;16263200058;3607,58;4508069
30/06/2019;26529928210;7200,03;3684695,00;28083203766;11037,23;2544407,18;5957127954;65218,13;91341,60;21394732205;3759,82;5690354
31/07/2019;17489924606;6914,48;2529463,30;36578126210;9196,04;3977593,707;8682709085;59955,58;144819,02;21334982468;3551,45;6007398
31/08/2019;7625304370;6783,14;1124155,85;33673098861;10261,90;3281370,262;7818502091;65776,74;118864,23;18340288506;3575,18;5129895
30/09/2019;7286648161;6951,48;1048215,65;42184572598;9309,04;4531572,956;7693154327;61734,50;124616,78;17349005697;3858,42;4496397
31/10/2019;17134283202;7669,40;2234110,68;39116123615;8927,92;4381326,475;11127351172;78255,19;142193,14;17929130342;3388,19;5291655
30/11/2019;26087754958;7730,25;3374762,58;44403868961;7831,54;5669875,846;10851614674;67973,01;159645,93;16309923109;3572,41;4565524
31/12/2019;33586039390;8001,34;4197551,36;32726920935;10074,76;3248407,053;8570466178;76024,52;112732,92;14992302805;3489,98;4295816
31/01/2020;24480728219;7612,89;3215696,03;38753538093;7911,52;4898367,264;8868542578;53356,52;166212,90;22537153460;3528,11;6387890
29/02/2020;13188877748;8436,39;1563331,93;37123911364;9932,60;3737583,752;8585391245;65180,52;131717,12;18851237756;3788,48;4975940
31/03/2020;14969283262;8656,17;1729319,09;36495682480;10920,50;3341941,149;8676051105;61519,26;141029,84;19956873494;3745,25;5328583
30/04/2020;24491532265;8372,60;2925200,72;41299427152;9616,06;4294837,768;9955759872;59969,42;166013,95;15046922466;4082,89;3685357
31/05/2020;39307260705;8587,53;4577250,83;52041036133;11065,94;4702813,341;9537964351;50174,63;190095,36;20710471292;3978,12;5206090
30/06/2020;36629175732;8024,57;4564629,24;38596013495;8944,07;4315263,604;10569301495;46115,95;229189,71;18493947364;3985,83;4639928
31/07/2020;15894407279;7205,11;2205990,14;33896715604;12136,67;2792917,056;11047737823;48229,70;229065,04;24206222837;4074,93;5940281
31/08/2020;11892419150;7871,85;1510751,82;23152224518;13777,51;1680436,077;14029632933;63803,86;219886,89;22502507970;4795,82;4692104
30/09/2020;11500873758;8636,24;1331699,73;23723612294;12882,73;1841504,519;16671553888;59924,15;278210,92;18523051901;3428,87;5402081
31/10/2020;18155399702;8714,26;2083413,26;39405012975;11265,90;3497724,591;18058066835;64000,55;282154,89;20564649677;3134,01;6561768
30/11/2020;30274527574;8476,95;3571391,86;42601278011;10520,75;4049261,613;14241910391;63105,07;225685,67;23955008645;3581,75;6688069
31/12/2020;35282059469;8527,53;4137431,25;32262179718;11085,05;2910422,164;14456186839;53022,60;272641,97;19878929513;3621,57;5489043
31/01/2021;36545682733;8172,95;4471543,53;27987187721;11345,51;2466806,297;11502827776;63975,34;179800,96;20315673280;3504,01;5797841
28/02/2021;27770329197;8058,11;3446257,29;46253055535;12065,44;3833516,566;11454734242;66426,00;172443,53;25658558146;2867,44;8948258
31/03/2021;25098979846;7989,51;3141490,34;49399312468;11445,85;4315913,508;15279589788;60109,21;254197,17;22003408009;3153,58;6977271
30/04/2021;18498311828;7737,20;2390829,09;51033427308;9736,63;5241382,976;12591632786;62818,99;200443,09;33490244500;3567,33;9388038
31/05/2021;18068057898;7750,91;2331089,51;25389387561;13137,72;1932556,203;13795876110;50727,12;271962,54;34247269393;3737,73;9162579
30/06/2021;27809138274;7583,13;3667235,57;53265170261;10912,37;4881174,302;14895899588;53107,64;280485,05;33719260113;3678,06;9167679
